WKT,RegistrationNumber,binomial,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km
"POINT (9.31436 5.751216)",UMZC_E.1258,Phataginus tricuspis,1932,Africa,Cameroon,25,EN,Arboreal,"1","1",1930,2.02
"POINT (9.31436 5.751216)",UMZC_E.1257,Phataginus tricuspis,1932,Africa,Cameroon,25,EN,Arboreal,"1","1",1930,2.02
"POINT (10.587816 -1.217502)",AMNH_M-119963,Phataginus tricuspis,,Africa,Gabon,25,EN,Arboreal,"0","0",,2.37
"POINT (-8.863812 6.495014)",YPM_YPM MAM 002128,Phataginus tricuspis,1961,Africa,Liberia,25,EN,Arboreal,"0","0",1960,2.67
"POINT (9.450034 -1.899759)",USNM_220403,Phataginus tricuspis,1918,Africa,Gabon,50,EN,Arboreal,"0","0",1910,3.34
"POINT (-5.64683 7.0074)",MNHN_MO-1993-214,Phataginus tricuspis,1962,Africa,Ivory Coast,50,EN,Arboreal,"0","0",1960,4.5
"POINT (9.76667 1.86667)",MSB_MSB:Mamm:25218,Phataginus tricuspis,1967,Africa,Equatorial Guinea,50,EN,Arboreal,"0","0",1960,4.794
"POINT (9.76667 1.86667)",USNM_598578,Phataginus tricuspis,1967,Africa,Equatorial Guinea,50,EN,Arboreal,"1","1",1960,4.794
"POINT (-5.950762 6.150745)",MNHN_MO-1962-1172,Phataginus tricuspis,,Africa,Ivory Coast,50,EN,Arboreal,"0","0",,7.91
"POINT (-5.950762 6.150745)",MNHN_MO-1962-1171,Phataginus tricuspis,,Africa,Ivory Coast,50,EN,Arboreal,"1","1",,7.91
"POINT (-10.80796 6.315416)",O_18160,Phataginus tricuspis,,Africa,Liberia,25,EN,Arboreal,"0","0",,11.37
"POINT (5.601245 6.334598)",USNM_377283,Phataginus tricuspis,1965,Africa,Nigeria,50,EN,Arboreal,"0","0",1960,15.88
"POINT (15.264363 -4.443047)",GNM_Ma ex 791,Phataginus tricuspis,1911,Africa,Democratic Republic of the Congo,25,EN,Arboreal,"0","0",1910,23.77
"POINT (29.935834 -0.412232)",AMNH_M-269820,Phataginus tricuspis,1996,Africa,Uganda,100,EN,Arboreal,"0","0",1990,22.7
"POINT (5.856066 6.098403)",USNM_379617,Phataginus tricuspis,1966,Africa,Nigeria,100,EN,Arboreal,"0","0",1960,23.16
"POINT (12.34555 -4.217303)",MNHN_MO-1898-1598,Phataginus tricuspis,,Africa,Republic of the Congo,25,EN,Arboreal,"0","0",,35.65
"POINT (12.34555 -4.217303)",MNHN_MO-1986-1035,Phataginus tricuspis,,Africa,Republic of the Congo,25,EN,Arboreal,"1","1",,35.65
"POINT (6.902761 6.327455)",USNM_377284,Phataginus tricuspis,1966,Africa,Nigeria,75,EN,Arboreal,"0","0",1960,2.414
"POINT (11.96667 2.98333)",MHNG_MHNG-MAM-946.030,Phataginus tricuspis,,Africa,Cameroon,100,EN,Arboreal,"0","0",,6
"POINT (11.96667 2.98333)",MHNG_MHNG-MAM-946.031,Phataginus tricuspis,,Africa,Cameroon,100,EN,Arboreal,"1","1",,6
"POINT (11.96667 2.98333)",MHNG_MHNG-MAM-946.032,Phataginus tricuspis,1955,Africa,Cameroon,100,EN,Arboreal,"1","0",1950,6
"POINT (11.96667 2.98333)",MHNG_MHNG-MAM-946.028,Phataginus tricuspis,,Africa,Cameroon,100,EN,Arboreal,"1","1",,6
"POINT (11.96667 2.98333)",MHNG_MHNG-MAM-946.033,Phataginus tricuspis,,Africa,Cameroon,100,EN,Arboreal,"1","1",,6
"POINT (11.96667 2.98333)",MHNG_MHNG-MAM-946.029,Phataginus tricuspis,,Africa,Cameroon,100,EN,Arboreal,"1","1",,6
"POINT (-8.13 6.22)",USNM_481813,Phataginus tricuspis,1971,Africa,Liberia,100,EN,Arboreal,"0","0",1970,25
"POINT (-8.13 6.22)",USNM_481811,Phataginus tricuspis,1971,Africa,Liberia,100,EN,Arboreal,"1","1",1970,25
"POINT (-8.13 6.22)",USNM_481810,Phataginus tricuspis,1971,Africa,Liberia,100,EN,Arboreal,"1","1",1970,25
"POINT (-8.13 6.22)",USNM_481812,Phataginus tricuspis,1971,Africa,Liberia,100,EN,Arboreal,"1","1",1970,25
"POINT (-8.13 6.22)",USNM_481809,Phataginus tricuspis,1971,Africa,Liberia,100,EN,Arboreal,"1","1",1970,25
"POINT (-8.13 6.22)",USNM_481808,Phataginus tricuspis,1971,Africa,Liberia,100,EN,Arboreal,"1","1",1970,25
"POINT (-8.13 6.22)",USNM_582985,Phataginus tricuspis,1971,Africa,Liberia,100,EN,Arboreal,"1","1",1970,25
"POINT (33.012153 0.396203)",ROM_122972,Phataginus tricuspis,1967,Africa,Uganda,75,EN,Arboreal,"0","0",1960,48.28
"POINT (9.703543 1.088157)",USNM_598580,Phataginus tricuspis,1968,Africa,Equatorial Guinea,50,EN,Arboreal,"0","0",1960,4.495
"POINT (10.341984 1.712337)",USNM_598579,Phataginus tricuspis,1967,Africa,Equatorial Guinea,100,EN,Arboreal,"0","0",1960,133.59
"POINT (0.97572 8.534961)",MNHN_MO-1956-727,Phataginus tricuspis,,Africa,Togo,100,EN,Arboreal,"0","0",,291.11
"POINT (0.97572 8.534961)",MNHN_MO-1956-726,Phataginus tricuspis,,Africa,Togo,100,EN,Arboreal,"1","1",,291.11
"POINT (0.97572 8.534961)",MNHN_MO-1956-725,Phataginus tricuspis,,Africa,Togo,100,EN,Arboreal,"1","1",,291.11
"POINT (0.97572 8.534961)",MNHN_MO-1956-731,Phataginus tricuspis,,Africa,Togo,100,EN,Arboreal,"1","1",,291.11
"POINT (0.97572 8.534961)",MNHN_MO-1956-728,Phataginus tricuspis,,Africa,Togo,100,EN,Arboreal,"1","1",,291.11
"POINT (0.97572 8.534961)",MNHN_MO-1956-730,Phataginus tricuspis,,Africa,Togo,100,EN,Arboreal,"1","1",,291.11
"POINT (0.97572 8.534961)",MNHN_MO-1956-729,Phataginus tricuspis,,Africa,Togo,100,EN,Arboreal,"1","1",,291.11
"POINT (-9.307914 6.448092)",MSU_MR.15232,Phataginus tricuspis,1968,Africa,Liberia,100,EN,Arboreal,"1","0",1960,300.44
"POINT (-1.207301 7.959848)",MNHN_MO-1986-1043,Phataginus tricuspis,,Africa,Ghana,100,EN,Arboreal,"1","1",,380.2
"POINT (-1.207301 7.959848)",MNHN_MO-1995-320,Phataginus tricuspis,1957,Africa,Ghana,100,EN,Arboreal,"1","0",1950,380.2
"POINT (-1.207301 7.959848)",MNHN_MO-1959-943,Phataginus tricuspis,,Africa,Ghana,100,EN,Arboreal,"1","1",,380.2
"POINT (11.797237 -0.590945)",AMNH_M-119964,Phataginus tricuspis,,Africa,Gabon,100,EN,Arboreal,"0","0",,386.49
"POINT (-5.555619 7.631533)",MNHN_AC-1939-173,Phataginus tricuspis,,Africa,Ivory Coast,100,EN,Arboreal,"0","0",,439.02
"POINT (-5.555619 7.631533)",MNHN_MO-1993-213,Phataginus tricuspis,1963,Africa,Ivory Coast,100,EN,Arboreal,"1","0",1960,439.02
"POINT (15.224294 -0.840232)",O_18159,Phataginus tricuspis,,Africa,Republic of the Congo,100,EN,Arboreal,"1","1",,619.79
"POINT (20.482967 6.571232)",MNHN_MO-1995-298,Phataginus tricuspis,1968,Africa,Central African Republic,100,EN,Arboreal,"1","0",1960,777.06
"POINT (20.482967 6.571232)",MNHN_MO-1995-297,Phataginus tricuspis,1965,Africa,Central African Republic,100,EN,Arboreal,"1","0",1960,777.06
"POINT (20.482967 6.571232)",MNHN_MO-1967-980,Phataginus tricuspis,,Africa,Central African Republic,100,EN,Arboreal,"1","1",,777.06
"POINT (20.482967 6.571232)",MNHN_MO-1967-981,Phataginus tricuspis,,Africa,Central African Republic,100,EN,Arboreal,"1","1",,777.06
"POINT (12.743594 5.685952)",UMZC_E.1255,Phataginus tricuspis,1932,Africa,Cameroon,100,EN,Arboreal,"0","0",1930,832.66
"POINT (12.743594 5.685952)",UMZC_E.1256,Phataginus tricuspis,1932,Africa,Cameroon,100,EN,Arboreal,"1","1",1930,832.66
"POINT (10.53333 2.78333)",UMMZ_39509,Smutsia gigantea,,Africa,Cameroon,75,EN,Terrestrial,"0","0",,0.00705
"POINT (10.53333 2.78333)",UMMZ_39140,Smutsia gigantea,,Africa,Cameroon,75,EN,Terrestrial,"1","1",,0.00705
"POINT (12.1 2.8167)",MHNG_MHNG-MAM-912.044,Smutsia gigantea,1954,Africa,Cameroon,75,EN,Terrestrial,"0","0",1950,3.56
"POINT (28.499997 1.999999)",KU_147239,Smutsia gigantea,1951,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,"0","0",1950,91.5
"POINT (30.983333 0.733333)",ROM_34405,Smutsia gigantea,1965,Africa,Uganda,75,EN,Terrestrial,"0","0",1960,276
"POINT (22.29087 -6.0)",USNM_101449,Smutsia gigantea,,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,"0","0",,290.87
"POINT (16.23 -3.28)",AMNH_M-53858,Smutsia gigantea,1914,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,"0","0",1910,1646.07
"POINT (16.23 -3.28)",AMNH_M-53857,Smutsia gigantea,1914,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,"1","1",1910,1646.07
"POINT (25.2 0.5)",RBINS_35059,Smutsia gigantea,1981,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,"0","0",1980,1646.07
"POINT (27.866694 3.7)",AMNH_M-53846,Smutsia gigantea,1913,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,"0","0",1910,1646.07
"POINT (-9.41 6.42)",MHNG_MHNG-MAM-619.045,Smutsia gigantea,,Africa,Liberia,100,EN,Terrestrial,"0","0",,247.54
"POINT (-9.41 6.42)",MHNG_MHNG-MAM-620.056,Smutsia gigantea,,Africa,Liberia,100,EN,Terrestrial,"1","1",,247.54
"POINT (-10.348199 6.921577)",USNM_269706,Smutsia gigantea,1940,Africa,Liberia,25,EN,Terrestrial,"0","0",1940,0.125
"POINT (9.405145 -1.916371)",USNM_220404,Smutsia gigantea,1918,Africa,Gabon,100,EN,Terrestrial,"0","0",1910,25.51
"POINT (12.914834 -2.950771)",GNM_Ma ex 877,Smutsia gigantea,1916,Africa,Democratic Republic of the Congo,50,EN,Terrestrial,"0","0",1910,0.01
"POINT (9.703543 1.088157)",USNM_598577,Smutsia gigantea,1968,Africa,Equatorial Guinea,50,EN,Terrestrial,"0","0",1960,4.495
"POINT (9.83378 2.17184)",USNM_598576,Smutsia gigantea,1967,Africa,Equatorial Guinea,100,EN,Terrestrial,"0","0",1960,38.795
"POINT (0.97572 8.534961)",MNHN_AC-1869-760,Smutsia gigantea,1869,Africa,Togo,100,EN,Terrestrial,"0","0",1860,291.11
"POINT (-1.207301 7.959848)",MNHN_MO-1991-301,Smutsia gigantea,,Africa,Ghana,100,EN,Terrestrial,"0","0",,380.2
"POINT (-11.18463 7.87932)",MHNG_MHNG-MAM-601.074,Smutsia gigantea,,Africa,Sierra Leone,75,EN,Terrestrial,"0","0",,8.76
"POINT (-11.18463 7.87932)",MHNG_MHNG-MAM-601.080,Smutsia gigantea,,Africa,Sierra Leone,75,EN,Terrestrial,"1","1",,8.76
"POINT (29.5 -28.483333)",RBINS_302,Smutsia temminckii,,Africa,South Africa,75,VU,Terrestrial,"0","0",,120
"POINT (29.5 -28.483333)",RBINS_302B,Smutsia temminckii,,Africa,South Africa,75,VU,Terrestrial,"1","1",,120
"POINT (17.218278 -22.133248)",AWMM_LM212,Smutsia temminckii,,Africa,Namibia,100,VU,Terrestrial,"0","0",,736.75
"POINT (17.544676 -12.295286)",AMNH_M-90095,Smutsia temminckii,,Africa,Angola,100,VU,Terrestrial,"1","1",,879.68
"POINT (24.071906 -30.84085)",O_18154,Smutsia temminckii,,Africa,South Africa,50,VU,Terrestrial,"1","1",,1184.88
"POINT (-1.312712 14.492996)",O_18155,Smutsia gigantea,,Africa,West Africa,75,EN,Terrestrial,"1","1",,1955.82
"POINT (24.021676 -18.073504)",TM_17137,Smutsia temminckii,1970,Africa,Namibia,25,VU,Terrestrial,"0","0",1970,1
"POINT (20.648178 8.410166)",MNHN_MO-1948-501,Smutsia temminckii,,Africa,Central African Republic,25,VU,Terrestrial,"0","0",,1.8
"POINT (17.420815 -22.902658)",USNM_256926,Smutsia temminckii,1928,Africa,Namibia,50,VU,Terrestrial,"0","0",1920,2.81
"POINT (32.650657 -18.97582)",USNM_368617,Smutsia temminckii,1964,Africa,Zimbabwe,75,VU,Terrestrial,"0","0",1960,6.54
"POINT (34.069137 -18.684216)",IICT_CZ000001554,Smutsia temminckii,1955,Africa,Mozambique,75,VU,Terrestrial,"0","0",1950,8.44
"POINT (18.416509 -33.927057)",HSU_3201,Smutsia temminckii,,Africa,South Africa,75,VU,Terrestrial,"0","0",,50.68
"POINT (16.29473 -14.46486)",MHNG_MHNG-MAM-1492.037,Smutsia temminckii,,Africa,Angola,75,VU,Terrestrial,"0","0",,129.21
"POINT (21.887438 -19.013882)",DMNS_DMNS:Mamm:6180,Smutsia temminckii,1969,Africa,Botswana,25,VU,Terrestrial,"0","0",1960,193.121
"POINT (23.149995 -15.273416)",UMZC_E.1275,Smutsia temminckii,1970,Africa,Zambia,75,VU,Terrestrial,"0","0",1970,5.825
"POINT (0.97572 8.534961)",MNHN_AC-VI-253,Smutsia gigantea,1850,Africa,Togo,100,EN,Terrestrial,"1","0",1850,291.11
"POINT (17.218278 -22.133248)",MCZ_5957,Smutsia temminckii,1700,Africa,Namibia,100,VU,Terrestrial,"1","0",1700,950.45
